User1,User2,Peerness
1,2,0.5555555555555555
1,3,0.6388888888888888
1,4,0.4277777777777777
1,5,0.8466666666666667
1,6,0.6777777777777777
1,7,0.5166666666666666
1,8,0.8133333333333332
1,9,0.5277777777777777
1,10,0.4555555555555555
1,11,0.8411111111111111
1,12,0.3944444444444445
1,13,0.7055555555555556
1,14,0.3388888888888889
1,15,0.461111111111111
1,16,0.6722222222222222
1,17,0.7666666666666666
1,18,0.9355555555555557
1,19,0.8133333333333332
1,20,0.7666666666666666
1,21,0.7
1,22,0.7333333333333333
1,23,0.7055555555555556
1,24,0.711111111111111
1,25,0.6388888888888888
1,26,0.55
1,27,0.65
1,28,0.7388888888888888
1,29,0.7055555555555555
1,30,0.8077777777777777
1,31,0.65
1,32,0.3388888888888889
1,33,0.611111111111111
1,34,0.5833333333333333
1,35,0.65
1,36,0.5277777777777777
1,37,0.7055555555555555
1,38,0.48888888888888893
1,39,0.6444444444444444
1,40,0.461111111111111
1,41,0.7055555555555555
1,42,0.6444444444444444
1,43,0.461111111111111
1,44,0.55
1,45,0.7
1,46,0.5833333333333333
1,47,0.711111111111111
1,48,0.7333333333333333
1,49,0.7
1,50,0.55
1,51,0.6444444444444444
1,52,0.5555555555555555
1,53,0.48888888888888893
1,54,0.6722222222222222
1,55,0.65
1,56,0.7333333333333333
1,57,0.5555555555555555
1,58,0.8688888888888888
1,59,0.5222222222222223
1,60,0.7055555555555555
1,61,0.6444444444444444
1,62,0.6777777777777777
1,63,0.9633333333333334
1,64,0.6388888888888888
1,65,0.9077777777777778
1,66,0.3944444444444445
1,67,0.7055555555555555
1,68,0.4277777777777777
1,69,0.3999999999999999
1,70,0.611111111111111
1,71,0.7333333333333333
1,72,0.5833333333333333
1,73,0.6777777777777777
1,74,0.6388888888888888
1,75,0.6444444444444444
1,76,0.7
1,77,0.7333333333333333
1,78,0.3944444444444445
1,79,0.4277777777777777
1,80,0.9688888888888889
1,81,0.5166666666666666
1,82,0.5833333333333333
1,83,0.7055555555555555
1,84,0.6722222222222222
1,85,0.5555555555555555
1,86,0.3999999999999999
1,87,0.7188888888888889
1,88,0.9355555555555555
1,89,0.48888888888888893
1,90,0.6722222222222222
1,91,0.4277777777777777
1,92,0.4555555555555555
1,93,0.611111111111111
1,94,0.7055555555555555
1,95,0.55
1,96,0.5966666666666667
1,97,0.5277777777777777
1,98,0.5277777777777777
1,99,0.5833333333333333
1,100,0.55
1,101,0.9688888888888889
1,102,0.3999999999999999
1,103,0.611111111111111
1,104,0.7055555555555556
1,105,0.711111111111111
1,106,0.6444444444444444
1,107,0.4277777777777777
1,108,0.6722222222222222
1,109,0.55
1,110,0.7055555555555556
1,111,0.6855555555555555
1,112,0.7055555555555556
1,113,0.6388888888888888
1,114,0.9022222222222223
1,115,0.3944444444444445
1,116,0.9022222222222223
1,117,0.7055555555555556
1,118,0.7055555555555555
1,119,0.3944444444444445
1,120,0.5166666666666666
1,121,0.9022222222222223
1,122,0.9966666666666666
1,123,0.5166666666666666
1,124,0.6577777777777778
1,125,0.65
1,126,0.65
1,127,0.65
1,128,0.6722222222222222
1,129,0.4277777777777777
1,130,0.3999999999999999
1,131,0.5277777777777777
1,132,0.711111111111111
1,133,0.3944444444444445
1,134,0.6722222222222222
1,135,0.461111111111111
1,136,0.5888888888888889
1,137,0.48888888888888893
1,138,0.7055555555555556
1,139,0.8800000000000001
1,140,0.55
1,141,0.3388888888888889
1,142,0.7388888888888888
1,143,0.7055555555555555
1,144,0.611111111111111
1,145,0.5222222222222223
1,146,0.6166666666666666
1,147,0.691111111111111
1,148,0.7
1,149,0.7
1,150,0.3999999999999999
1,151,0.7388888888888888
1,152,0.3388888888888889
1,153,0.3388888888888889
1,154,0.48888888888888893
1,155,0.6166666666666666
1,156,0.6722222222222222
1,157,0.7055555555555555
1,158,0.7055555555555555
1,159,0.6388888888888888
1,160,0.3388888888888889
1,161,0.7666666666666666
1,162,0.5277777777777777
1,163,0.3944444444444445
1,164,0.5277777777777777
1,165,0.7
1,166,0.711111111111111
1,167,0.6444444444444444
1,168,0.711111111111111
1,169,0.3666666666666667
1,170,0.4555555555555555
1,171,0.5777777777777777
1,172,0.4555555555555555
1,173,0.711111111111111
1,174,0.3388888888888889
1,175,0.6244444444444445
1,176,0.7
1,177,0.5833333333333333
1,178,0.711111111111111
1,179,0.5222222222222223
1,180,0.7055555555555556
1,181,0.3944444444444445
1,182,0.9355555555555555
1,183,0.461111111111111
1,184,0.5222222222222223
1,185,0.3388888888888889
1,186,0.6444444444444444
1,187,0.7055555555555555
1,188,0.4277777777777777
1,189,0.7666666666666666
1,190,0.55
1,191,0.7
1,192,0.48888888888888893
1,193,0.7333333333333333
1,194,0.3944444444444445
1,195,0.65
1,196,0.4277777777777777
1,197,0.5888888888888889
1,198,0.9633333333333334
1,199,0.5833333333333333
1,200,0.6722222222222222
2,1,0.5555555555555555
2,3,0.4277777777777777
2,4,0.21666666666666667
2,5,0.7055555555555555
2,6,0.6444444444444444
2,7,0.3055555555555556
2,8,0.37222222222222223
2,9,0.7388888888888888
2,10,0.24444444444444444
2,11,0.4
2,12,0.18333333333333335
2,13,0.49444444444444435
2,14,0.1277777777777778
2,15,0.24999999999999997
2,16,0.461111111111111
2,17,0.5555555555555555
2,18,0.49444444444444435
2,19,0.7388888888888888
2,20,0.5555555555555555
2,21,0.4888888888888888
2,22,0.5222222222222221
2,23,0.49444444444444435
2,24,0.611111111111111
2,25,0.4277777777777777
2,26,0.568888888888889
2,27,0.6722222222222222
2,28,0.5833333333333333
